pc-022,2024-01-01,ereg,success
pc-022,2024-01-02,ereg,success
pc-022,2024-01-02,ereg,success
pc-022,2024-01-05,ereg,success
pc-022,2024-01-06,ereg,success
pc-022,2024-01-06,ereg,success
pc-022,2024-01-06,ereg,success
pc-022,2024-01-07,ereg,success
pc-022,2024-01-09,ereg,success
pc-022,2024-01-11,ereg,failure
pc-022,2024-01-14,ereg,success
pc-022,2024-01-15,ereg,success
pc-022,2024-01-20,ereg,failure
pc-022,2024-01-21,ereg,success
pc-022,2024-01-22,ereg,success
pc-022,2024-01-25,ereg,failure
pc-022,2024-01-26,ereg,success
pc-022,2024-01-27,ereg,success
pc-022,2024-01-29,ereg,success
pc-022,2024-01-29,ereg,success
pc-022,2024-01-30,ereg,success
pc-022,2024-01-30,ereg,success
pc-022,2024-02-02,ereg,failure
pc-022,2024-02-02,ereg,failure
pc-022,2024-02-04,ereg,success
pc-022,2024-02-04,ereg,success
pc-022,2024-02-04,ereg,success
pc-022,2024-02-07,ereg,success
pc-022,2024-02-07,ereg,success
pc-022,2024-02-10,ereg,success
pc-022,2024-02-12,ereg,success
pc-022,2024-02-12,ereg,success
pc-022,2024-02-14,ereg,success
pc-022,2024-02-15,ereg,success
pc-022,2024-02-15,ereg,success
pc-022,2024-02-15,ereg,success
pc-022,2024-02-15,ereg,failure
pc-022,2024-02-16,ereg,success
pc-022,2024-02-19,ereg,success
pc-022,2024-02-19,ereg,success
pc-022,2024-02-22,ereg,success
pc-022,2024-02-23,ereg,failure
pc-022,2024-02-23,ereg,success
pc-022,2024-02-24,ereg,success
pc-022,2024-02-24,ereg,success
pc-022,2024-02-24,ereg,success
pc-022,2024-02-25,ereg,success
pc-022,2024-02-25,ereg,success
pc-022,2024-02-26,ereg,success
pc-022,2024-02-28,ereg,success
pc-022,2024-02-28,ereg,success
pc-022,2024-03-01,ereg,success
pc-022,2024-03-01,ereg,success
pc-022,2024-03-02,ereg,success
pc-022,2024-03-03,ereg,success
pc-022,2024-03-03,ereg,success
pc-022,2024-03-03,ereg,success
pc-022,2024-03-08,ereg,success
pc-022,2024-03-09,ereg,success
pc-022,2024-03-10,ereg,success
pc-022,2024-03-12,ereg,success
pc-022,2024-03-14,ereg,success
pc-022,2024-03-16,ereg,success
pc-022,2024-03-17,ereg,success
pc-022,2024-03-19,ereg,success
pc-022,2024-03-21,ereg,success
pc-022,2024-03-21,ereg,success
pc-022,2024-03-21,ereg,success
pc-022,2024-03-23,ereg,failure
pc-022,2024-03-23,ereg,failure
pc-022,2024-03-24,ereg,success
pc-022,2024-03-25,ereg,failure
pc-022,2024-03-29,ereg,success
pc-022,2024-03-29,ereg,success
pc-022,2024-03-30,ereg,success
pc-022,2024-04-01,ereg,success
pc-022,2024-04-01,ereg,failure
pc-022,2024-04-03,ereg,success
pc-022,2024-04-05,ereg,success
pc-022,2024-04-06,ereg,success
pc-022,2024-04-07,ereg,failure
pc-022,2024-04-08,ereg,failure
